Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
Grand Ocean Luxury Boutique,"27-29 Phan Liem, Đà Nẵng, Việt Nam",VND 889.437,27,0.2,4.4,1,1,1,0,1,0,1,0
My Little Pig home,"An Nhơn 1 04, Đà Nẵng, Việt Nam",VND 480.000,30,1.4,3.5,0,0,1,0,1,1,0,0
M92 Boutique Da Nang Beach Hotel,"01 Nguyen Cao Luyen, Đà Nẵng, Việt Nam",VND 945.000,25,0.5,4.4,1,1,1,0,1,1,0,0
Pandora Boutique Hotel - Managed by ATH,"21-23 Phan Tôn, Đà Nẵng, Việt Nam",VND 680.400,25,0.25,4.3,1,1,1,0,1,1,0,0
White Sand Boutique Hotel,"89-91 Võ Văn kiệt, 550000 Đà Nẵng, Việt Nam",VND 900.900,25,0.4,4.3,1,1,1,0,1,1,0,0
Hùng Thư Motel,"183 Hồ Hán Thương, Đà Nẵng, Việt Nam",VND 250.000,18,2.2,4.4,0,0,1,0,1,1,0,0
KOI Resort & Residence Da Nang,"11 Trường Sa, Đà Nẵng, Việt Nam",VND 4.317.750,45,0.03,6,1,0,1,0,1,1,1,0
Mai Boutique Villa,"Lot I-09 Pham Van Dong, An Hai Bac Ward, Son Tra District, Đà Nẵng, Việt Nam",VND 600.000,20,0.4,4.4,0,1,1,0,1,1,1,0
Le House Hotel and Studio,"134 Le Van Thinh, Đà Nẵng, Việt Nam",VND 331.873,18,0.45,3.4,0,0,1,1,1,1,0,0
Royal Beach Hotel by THG,"70 -72 Loseby, Son Tra, Da Nang, Vietnam, Đà Nẵng, Việt Nam",VND 475.200,27,0.4,4.6,0,1,1,1,1,1,0,0
Gold Plaza Hotel Da Nang,"11 Tran Thi Ly Street, Hoa Cuong Bac Ward, Hai Chau District, Đà Nẵng, Việt Nam",VND 727.426,30,2.9,1.8,1,0,1,0,0,1,1,0
Beach View Home Mỹ Khê Đà Nẵng,"270 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",VND 1.710.000,68,0.05,4.5,0,1,1,1,1,1,0,0
Rosa Bayside Guesthouse,"501 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",VND 300.000,20,0.3,1.3,0,0,1,0,1,1,0,0
Adaline Hotel and Suite,"45-47 Vo Van Kiet , Son Tra District, Da Nang City, Đà Nẵng, Việt Nam",VND 790.417,22,0.25,4.5,1,1,1,0,1,1,1,0
San San Hotel Da Nang,"54 An Thuong 26, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 358.150,30,0.2,4.4,0,0,1,1,1,1,0,0
ELC Beach Hotel,"66 Ha Bong, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 494.000,20,0.2,4.6,0,0,1,1,1,1,0,0
Royal Charm Hotel,"Lot 46 Tran Bach Dang, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 626.400,25,0.1,4.4,0,1,1,1,1,1,0,0
Prague Hotel,"75 Duong Dinh Nghe, Đà Nẵng, Việt Nam",VND 599.850,28,0.45,4.4,1,1,1,0,1,1,1,1
Airport homestay,"34 Thi Sách 34/28 thi sách, Đà Nẵng, Việt Nam",VND 419.000,20,2.2,0.15,0,0,1,0,1,1,0,0
Le Boutique Danang,"43 Vo Nghia, Đà Nẵng, Việt Nam",VND 1.125.000,24,0.2,4.8,1,1,1,0,0,1,1,0
Seahorse Signature Danang Hotel by Haviland,"05 Huỳnh Thúc Kháng, Đà Nẵng, Việt Nam",VND 1.083.713,35,2.3,1.8,1,0,1,0,1,1,0,0
OYO 998 Loan Anh 2 Hotel,"887, Nguyễn Tất Thành, Thanh Khê, Da-Nang, Đà Nẵng, Việt Nam",VND 205.200,18,0.05,0.85,0,0,1,0,1,1,0,0
Di Lusso Boutique Riverside Danang Hotel,"14th Bach Dang street, Đà Nẵng, Việt Nam",VND 603.954,25,2.4,3.2,0,0,1,0,1,1,1,0
SPOT ON 1222 Song Han Motel,"785, Ngo Quyen, An Hai Bac, Son Tra, Da Nang, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",VND 190.000,25,1.5,3.4,0,0,1,0,1,1,0,0
Hotel Cherry,"20 Đỗ Bí, Đà Nẵng, Việt Nam",VND 750.000,28,0.2,4.4,1,1,1,1,0,1,1,0
Muong Thanh Luxury Da Nang Hotel,"270 Vo Nguyen Giap, My An Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 1.396.938,35,0.05,4.5,1,1,1,1,1,0,1,0
Samdi Da Nang Airport Hotel,"331-337 Nguyen Van Linh, Đà Nẵng, Việt Nam",VND 573.653,18,1.7,0.6,0,1,1,0,1,1,1,0
Abogo Point Resort Villa Pool Golf Da Nang,"The Point Villa, Trường Sa, Street, Ngũ Hành Sơn, Đà Nẵng Abogo, Đà Nẵng, Việt Nam",VND 8.968.797,434,0.5,9,1,1,1,0,1,1,0,0
OYO 1168 Elly's Home 2,"261 Hồ Nghinh, Đà Nẵng, Việt Nam",VND 177.144,22,0.3,4.5,0,0,1,0,1,1,0,0
My Suites Danang Beach,"35/29 Duong Dinh Nghe, Son Tra, Đà Nẵng, Việt Nam",VND 610.000,27,0.25,4.5,0,1,1,1,1,1,0,0
RUBY STAR HOTEL,"138 Nguyễn Văn Thoại, phường Mỹ An, Quận Ngũ Hành Sơn, thành phố Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",VND 824.533,27,0.05,4.5,1,1,1,0,1,1,1,0
Fivitel Da Nang,"388 Tran Hung Dao street, An Hai Tay Ward, Đà Nẵng, Việt Nam",VND 866.970,28,1.6,3,1,1,1,0,1,1,1,0
Haka Boutique Hotel,"71 Tran Dinh Dan, Đà Nẵng, Việt Nam",VND 648.293,25,0.25,5,1,1,1,0,1,1,1,0
Sepon Blue Hotel,"157-159 Võ Văn Kiệt, Đà Nẵng, Việt Nam",VND 718.000,21,0.35,4.4,1,1,1,0,1,1,1,1
Grand Tourane Hotel Da Nang,"252 Vo Nguyen Giap, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 2.289.120,32,0.03,4.7,1,0,1,1,1,1,1,0
Muong Thanh Luxury Song Han Hotel,"115 Nguyen Van Linh Street, Nam Duong Ward, Hai Chau District, Đà Nẵng, Việt Nam",VND 1.050.449,45,2.2,1.6,1,1,1,0,1,1,1,0
Thè HEM Hotel and Apartment,"89 Thủ Khoa Huân, Đà Nẵng, Việt Nam",VND 931.125,30,0.55,4,1,1,1,0,1,1,0,0
Delicate Serviced Apartment And Hotel,"85 Đỗ Bí, P. Mỹ An, Q. Ngũ Hành Sơn, Đà Nẵng,-­592883, Đà Nẵng, Việt Nam",VND 500.000,35,0.2,4.4,0,1,1,0,0,1,0,0
Babylon Garden Da Nang,"30 Ha Bong, Đà Nẵng, Việt Nam",VND 649.373,26,0.2,4.6,1,1,1,0,1,1,1,0
Sena home 4th-Rooftop Overlooking Danang Dragon bridge,"3/12 Ha Thi Than, Son Tra, Danang 3/12, Đà Nẵng, Việt Nam",VND 423.000,20,1.6,3.1,0,0,1,0,0,1,0,0
The Shine Hotel Da Nang,"255 Lê Văn Hiến, Đà Nẵng, Việt Nam",VND 319.999,21,0.85,5,1,0,1,0,1,1,1,0
Super OYO 266 Golden Gate,"69 Le Hong Phong, Da Nang, 550000 Đà Nẵng, Việt Nam",VND 215.982,15,2.2,1.9,0,0,1,0,1,0,0,0
SEA QUEEN Hotel,"155-157 Le Quang Dao, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 716.850,25,0.3,4.2,1,1,1,0,1,1,1,0
Estrella Boutique Hotel,"145 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",VND 875.000,24,0.65,3.9,1,1,1,0,1,1,1,0
Anh Phuong Hotel & Apartment,"58 Lý Thánh Tông, Đà Nẵng, Việt Nam",VND 360.000,28,0.9,4,0,1,1,1,1,1,0,0
Hà Linh Apartment,"K08/09 Hà Bổng Căn hộ Hà Linh, Đà Nẵng, Việt Nam",VND 850.000,30,0.2,4.6,0,1,1,1,0,1,0,0
FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG,"K52/48 Đinh Tiên Hoàng, Thanh Bình, Hải Châu, Đà Nẵng, Việt Nam",VND 365.200,17,0.9,1.8,0,0,1,1,0,1,0,0
Motel Thanh Long,"85 Trần Anh Tông 3, Đà Nẵng, Việt Nam",VND 200.000,36,0.35,3.2,0,1,1,1,1,1,0,0
The Leaf Boutique,"38 Võ Nguyên Giáp 38 Vo Nguyen Giap Str, Man Thai Ward, Son Tra Dist, Danang City, Đà Nẵng, Việt Nam",VND 2.240.000,25,0.008,5,1,1,1,1,1,1,1,0
Capital O 215 An Duc Hotel Da Nang,"117 Minh Mang, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 281.346,18,0.7,5,0,0,1,0,1,0,1,0
Golden Sea 3 Hotel,"242 Vo Nguyen Giap, Son Tra, Da Nang, Đà Nẵng, Việt Nam",VND 1.098.630,32,0.1,4.7,1,1,1,0,1,1,1,0
"voco Ma Belle Danang, an IHG Hotel","168 Vo Nguyen Giap Street, null Đà Nẵng, Việt Nam",VND 2.597.218,36,0.15,4.9,1,0,1,1,1,1,1,0
Royal Lotus Hotel Danang,"120A Nguyen Van Thoai Str, Ngu Hanh Son Dist, Đà Nẵng, Việt Nam",VND 1.158.540,24,0.35,4.2,1,1,1,0,1,1,1,0
Nesta Hotel Da Nang,"268 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",VND 1.433.134,25,0.05,4.5,1,0,1,0,1,0,1,0
Tam House Villa Hotel,"209 Nguyễn Văn Thoại Quận Sơn Trà, Đà Nẵng, Việt Nam",VND 1.637.500,40,0.4,4.3,1,1,1,1,1,1,0,0
Abogo Resort Villa Beach Premium,"27P2+RF Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",VND 12.983.040,515,0.25,4.6,1,0,1,0,1,1,1,0
SH Europa- Biển Mỹ Khê Phố Đi Bộ An Thượng,"15 An Thuong 26 Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 607.500,20,0.3,4.3,1,1,1,1,1,1,1,0
Lavender Riverside Hotel,"198-200 2/9 Street, Hai Chau District, Đà Nẵng, Việt Nam",VND 593.513,25,2.8,1.8,0,1,1,0,1,1,0,0
Dai A Hotel,"51 Yen Bai Street, Hai Chau District, Đà Nẵng, Việt Nam",VND 820.000,20,2.4,2.3,1,0,1,0,1,1,0,0
The Nalod Da Nang,"192 Vo Nguyen Giap, Son Tra District, Đà Nẵng, Việt Nam",VND 1.458.000,38,0.1,4.8,1,1,1,1,1,1,1,0
OYO 1190 Valentin Hotel,"470, 470 Nguyen Luong Bang, Hoa Hiep Nam, Lien Chieu, Da Nang, Da-Nang, Đà Nẵng, Việt Nam",VND 199.395,21,1.2,4.8,0,0,0,0,1,0,0,0
Capital O 1200 Salem Riverside Hotel,"323,  Tran Hung Dao, An Hai Bac, Son Tra, Da Nang, 50207, Viet Nam, Da-Nang, Đà Nẵng, Việt Nam",VND 513.000,25,1.8,3.3,0,0,1,0,1,1,0,0
Honey Hotel Da Nang,"1064 Ngo Quyen, Ward An Hai Tay, District Son Tra, Đà Nẵng, Việt Nam",VND 250.000,19,1.3,3.4,0,0,1,0,1,1,0,0
Soho Boutique Hotel,"25 Ha Bong, Đà Nẵng, Việt Nam",VND 1.105.000,28,0.2,4.6,1,1,1,1,1,0,1,0
Homestay Da Nang Full House,"39 Tôn Đức Thắng, Đà Nẵng, Việt Nam",VND 354.000,20,1.7,1.4,0,1,1,1,1,1,0,0
Eden Plaza Da Nang Hotel,"5 Duy Tan, Đà Nẵng, Việt Nam",VND 952.875,30,3.2,1.3,0,1,1,0,1,1,1,0
Moskva Motel & Apartment Danang,"1403 Khu B2-39, Khu đô thị Bàu Tràm Lakeside, Phường Hoà Hiệp Nam, Quận Liên Chiểu, Đà Nẵng 1403 Khu B2-39, Khu đô thị Bàu Tràm Lakeside, Đà Nẵng, Việt Nam",VND 317.250,22,1.3,7,0,0,1,0,1,1,0,0
Phuong Tran Apartment and Hotel,"29 Ngo Gia Tu Street, Ward Hai Chau 1, District Hai Chau, Đà Nẵng, Việt Nam",VND 516.180,32,1.7,2,1,1,1,0,1,1,0,0
Sunshine Home Facing My KheBeach Da Nang,"270 Võ Nguyên Giáp 3730 Muong Thanh Apartment Building, Đà Nẵng, Việt Nam",VND 1.845.000,68,0.04,4.5,0,0,1,1,1,1,0,0
AHA Thang Bom Apartment Da Nang,"402/1A Le Duan Street. Ward Chinh Gian, Thanh Khe District, Da Nang City, Đà Nẵng, Việt Nam",VND 644.445,25,0.95,1.1,0,1,1,0,1,1,0,0
Golden Star Hotel & Apartment by THG,"12 Phan Liêm, Đà Nẵng, Việt Nam",VND 700.000,25,0.3,4.3,0,1,1,1,1,1,1,0
Euro Star Riverside Hotel,"198 Trần Hưng Đạo, Sơn Trà, Đà Nẵng, Việt Nam",VND 522.500,20,1.6,3.1,0,1,1,0,1,1,0,0
New Orient Hotel Da Nang,"20 Dong Da, Hai Chau District, Đà Nẵng, Việt Nam",VND 1.442.280,30,2.3,3.2,1,1,1,0,1,1,1,0
Gio Bien 2 Hotel by THG,"49 Tran Bach Dang, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 600.000,22,0.15,4.5,0,0,1,1,1,1,0,0
Tehana Beach Hotel Da Nang,"388 Võ Nguyên Giáp, P.Mỹ An, Q.Ngũ Hành Sơn, Đà Nẵng, Việt Nam",VND 374.400,22,0.25,4.5,0,1,1,1,1,1,1,0
Bambu Hotel,"79-81 Lê Văn Duyệt, Đà Nẵng, Việt Nam",VND 405.000,26,2.5,4.3,0,0,0,0,1,0,0,0
Chi House Danang Hotel and Apartment,"42 Lam Hoanh, Đà Nẵng, Việt Nam",VND 1.340.771,28,0.1,4.6,1,1,1,0,1,1,1,0
Phuc Long Hotel,"54 Ha Bong , Đà Nẵng, Việt Nam",VND 286.650,15,0.2,4.6,0,1,1,0,0,1,0,0
The Dream Suite,"121-123 Ha Bong, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 1.447.060,40,0.2,4.6,1,1,1,1,1,1,1,0
Mường Thanh Luxury Đà Nẵng Apartment,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",VND 1.350.000,70,0.05,4.5,1,0,1,0,1,1,0,0
Golden Star Hotel by THG,"04-06 Phan Liem , My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 650.000,25,0.2,4.4,0,1,1,1,1,1,1,0
Sea Phoenix Hotel Da Nang,"115 Ho Xuan Huong Strt., My An Ward, Ngu Hanh Son Dist., Đà Nẵng, Việt Nam",VND 712.404,25,0.3,4.4,1,1,1,0,1,1,1,0
OYO 638 Thien Nam Hotel,"05 Đoàn Phú Tứ 05, 05 Doan Phu Tu, Hoa Khanh Bac, Lien Chieu, Da Nang, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",VND 188.100,17,2.4,4.9,0,0,1,0,1,1,0,0
Resort Villa Da Nang Luxurious Abogo,"107 Võ Nguyên Giáp Furama Villa Da Nang By ABogo, Đà Nẵng, Việt Nam",VND 8.769.553,515,0.15,4.7,0,1,1,0,1,1,1,0
CENTRAL BOUTIQUE HOTEL,"60 Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",VND 573.000,38,2.6,2.1,0,1,1,0,1,1,1,0
Sea Garden Hotel,"Lot 29-33 Le Van Quy, Đà Nẵng, Việt Nam",VND 950.597,32,0.85,4,1,1,1,0,1,1,1,0
The Herriott Hotel & Suite,"Lot 7 & 8 Le Van Quy, Đà Nẵng, Việt Nam",VND 542.699,22,0.8,4.1,1,1,1,0,1,1,0,0
Platinum Danang Hotel,"81 Le Quang Dao, Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",VND 369.455,20,0.35,4.2,0,1,1,0,1,1,0,0
Koi Apartment,"96 Đường Mai Thúc Lân, Đà Nẵng, Việt Nam",VND 467.500,35,0.65,3.9,0,0,1,1,0,1,0,0
OYO 805 Pegasus Homestay,"So K35/43 Duong Dinh Nghe (Thua dat So 179 , to ban do so 26)  Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 260.505,25,0.25,4.5,0,0,0,0,1,0,0,0
Bliss Luxury Hotel & Spa,"30 An Đồn 6, An Hải Bắc, quận Sơn Trà, Đà Nẵng, Việt Nam",VND 880.600,22,0.85,4.1,1,0,1,0,1,1,0,0
Hummer Hotel & Apartment Da Nang Beach,"07 An Thượng 29 Lô E7, phường Mỹ An, quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",VND 673.195,30,0.2,4.3,0,1,1,1,1,1,0,0
Santori Hotel Da Nang Bay,"769 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",VND 708.750,22,0.01,0.9,1,1,1,1,1,1,1,0
Hoang Sa Hotel,"54 - 56 Duong Dinh Nghe, Đà Nẵng, Việt Nam",VND 462.000,20,0.75,4.1,0,1,1,0,1,1,0,0
Maha Mangala Zen Garden & Residence,"J.02 The Ocean Villas, Truong Sa Road, Ward Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",VND 5.535.000,70,0.02,9,0,1,1,0,1,1,1,0
7 Seven Sea Hotel,"150 Vo Nguyen Giap, Phuoc My Ward, Son TraTrà, Thành phố Đà Nẵng, Đà Nẵng, Việt Nam",VND 925.000,22,0.15,4.9,1,1,1,1,1,1,1,0
Mina Home Đà Nẵng,"92-94 Thạch Lam, Đà Nẵng, Việt Nam",VND 374.000,18,0.25,4.4,0,0,1,0,1,1,0,0
Vom Vom Garden House,"Đường Tứ Ngân 01, Đà Nẵng, Việt Nam",VND 292.000,25,5,8,0,0,1,0,1,0,0,0
Khoi Nguon,"97 Nguyễn Tri Phương, Đà Nẵng, Việt Nam",VND 292.500,15,2,0.55,0,0,0,0,1,1,0,0
Minh Toan Galaxy Hotel,"306, 2/9 street, Đà Nẵng, Việt Nam",VND 996.300,30,2.9,1.7,1,1,1,0,1,1,1,0
OYO 1187 Suoi Da Motel,"26 , 26 Suối Đá 1, Thọ Quang, Phường Thọ Quang, Quận Sơn Trà, Thành phố Đà Nẵng, Việt Nam, Da-Nang, Đà Nẵng, Việt Nam",VND 222.636,15,0.1,8,0,0,1,0,1,1,0,0
Calix Hotel Da Nang,"171-173 Vo Van Kiet, An Hai Dong Ward, Son Tra District , Đà Nẵng, Việt Nam",VND 880.704,20,0.9,3.8,1,1,1,0,1,1,0,0
Loka Home & Yoga,"55 Cao Bá Quát, Đà Nẵng, Việt Nam",VND 544.500,20,1.7,3.1,0,0,1,0,1,1,0,0
Monaco Hotel & Spa Đà Nẵng,"99 Dương Đình Nghệ, Đà Nẵng, Việt Nam",VND 660.000,20,0.55,4.3,1,0,1,0,1,1,1,0
Cherry Boutique Hotel,"33 Đỗ Bí, Đà Nẵng, Việt Nam",VND 720.000,36,0.2,4.4,1,1,1,1,1,1,1,0
Kim Ngan Phat Deluxe Apartment,"Căn Hộ Mường Thanh - Đà Nẵng Kiot20, Chung cư cao cấp Mường Thanh Đà Nẵng, Đà Nẵng, Việt Nam",VND 1.399.000,66,0.05,4.5,1,1,1,1,1,1,0,0
OYO 1223 Vt New Day Hotel,"33, Ngo Cao Lang, Phuong Tho Quang, Quan Son Tra, Da Nang, Viet  Nam, Da-Nang, Đà Nẵng, Việt Nam",VND 285.000,15,0.3,7,0,0,1,0,1,1,0,0
CTN Homestay,"29 An Đồn 6, Đà Nẵng, Việt Nam",VND 541.800,30,0.85,4.1,0,1,1,0,0,1,1,0
OYO 553 Truong Giang Hotel,"417 Đường Trần Hưng Đạo, Đà Nẵng, Việt Nam",VND 291.920,25,1.8,3,0,0,1,0,1,1,0,0
Royal 98 Hotel & Apartment,"98 Lê Thước, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng, Việt Nam",VND 1.205.550,40,0.6,4.5,1,1,1,0,1,0,0,0
Shiny Homestay Da Nang,"Nguyễn Xiển Lô 369 Nguyễn Xiển, P. Hoà Hải, Q. Ngũ Hành Sơn, TP. Đà Nẵng, Đà Nẵng, Việt Nam",VND 359.000,20,0.8,5,0,0,1,0,1,1,0,0
Abogo Villa Pool City Center Near Beach Of Da Nang,"32 Đinh Đạt, Đà Nẵng, Việt Nam",VND 16.303.919,515,0.2,5,1,1,1,0,1,1,0,0
IKIGAI Dorm Hostel - Danang Beach,"227 Nguyễn Văn Thoại 227/3 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",VND 312.800,16,0.2,4.4,0,0,0,0,1,0,0,0
CHIN Stays - Han River,"60 Tran Phu, Đà Nẵng, Việt Nam",VND 375.695,20,2.4,2.6,0,0,0,0,1,0,0,0
Danang Pool Villas Resort & Spa My Khe Beach,"107 Vo Nguyen Giap Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 15.390.000,375,0.25,4.6,1,1,1,0,1,0,1,0
N Home,"6 An Thượng 39, Đà Nẵng, Việt Nam",VND 330.000,15,0.45,4.1,0,0,0,1,1,0,1,0
Oriental Danang,"229 Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Đà Nẵng, Việt Nam",VND 798.000,40,2,1.2,1,0,1,0,1,1,0,0
Stay Hotel,"119 3/2 Street, Đà Nẵng, Việt Nam",VND 869.962,32,2.2,3.2,1,1,0,0,1,1,1,0
Lucia Beach Hotel,"25 Dương Đình Nghệ, Đà Nẵng, Việt Nam",VND 562.464,25,0.25,4.6,0,1,1,1,1,0,0,0
Da Nang Daisy Apartment,"51 Tran Bach Dang, Muong Thanh Luxury Da Nang, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 1.550.000,65,0.1,4.4,0,1,1,1,1,1,0,0
Kiên Cường 2 Hotel,"Lot 16-17-18, Do Ba, My Khe, Đà Nẵng, Việt Nam",VND 500.000,28,0.15,4.4,0,1,1,0,1,1,1,0
SUMO HOTELS,"11 An Trung Đông 3 số 11, Đà Nẵng, Việt Nam",VND 500.000,25,1.2,3.6,0,0,1,1,1,1,1,0
Nếp Home,"35/21A Dương Đình Nghệ, Đà Nẵng, Việt Nam",VND 421.497,22,0.25,4.5,1,1,1,1,1,1,0,0
Langmandi Hotel & Apartment,"99 Đường Ngô Thì Sĩ, Đà Nẵng, Việt Nam",VND 460.000,30,0.35,4.2,0,1,1,0,1,1,0,0
Fansipan Da Nang Hotel,"424 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",VND 529.200,25,0.3,4.4,0,1,1,0,1,1,0,0
Liberty Hotel Đà Nẵng,"26 Phạm Phú Thứ, Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",VND 442.000,25,2.4,2.5,0,0,0,0,0,0,0,0
Gom House,"10 Đinh Đạt, Đà Nẵng, Việt Nam",VND 719.100,35,0.2,5,1,0,1,1,1,0,0,0
The Ocean Estates By Abogo,"Trường Sa, Ngũ Hành Sơn, Đà Nẵng The Ocean Estates Abogo, Đà Nẵng, Việt Nam",VND 18.912.464,515,0.25,9,1,1,1,0,1,1,1,0
VernalHome Boutique Danang,"27 Lưu Quang Thuận, Đà Nẵng, Việt Nam",VND 1.707.230,33,0.65,4,1,1,1,0,1,1,0,0
Dam Tien Hotel,"Lot 14 Pham Van Dong, Đà Nẵng, Việt Nam",VND 303.053,25,0.35,4.5,0,1,1,1,1,1,0,0
Hana Hotel & Apartment Da Nang,"21 An Đồn 6, An Hải Bắc, Sơn Trà, Đà Nẵng, Việt Nam 8, Đà Nẵng, Việt Nam",VND 643.950,40,0.9,4,1,1,0,1,1,1,0,0
OYO 1219 Thien Han Phat Hotel,"580 Nguyễn Hữu Thọ, Đà Nẵng, Việt Nam",VND 304.241,20,4.9,0.05,0,0,1,0,1,1,0,0
TIA Wellness Resort - Spa Inclusive,"109 Vo Nguyen Giap Street, Khue My Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 10.898.909,106,0.25,5,1,1,1,0,1,0,1,0
Mixay Boutique Hotel Da Nang,"41 Võ Nghĩa, Đà Nẵng, Việt Nam",VND 1.104.500,28,0.15,4.8,1,0,1,0,1,1,0,0
Lahome Villa Apartment,"03 Vo Nghia Street, Phước Mỹ Ward, Sơn Trà District, Đà Nẵng, Đà Nẵng, Việt Nam",VND 770.363,30,0.2,4.9,1,1,1,0,1,0,0,0
Kara Beachside Guesthouse,"Block 2/2, Vo Nguyen Giap, Sao Bien, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",VND 250.000,14,0.4,4.2,0,0,0,0,1,1,0,0
Sontra Sea Hotel,"Hoàng Sa Lô 41, Đà Nẵng, Việt Nam",VND 500.000,16,0.8,9,0,0,1,1,1,1,0,0
Tropical House Apartment Da Nang,"01 Tạ Mỹ Duật, Đà Nẵng, Việt Nam",VND 960.083,45,1.3,3.6,0,1,1,0,1,1,0,0
Dawn Apartment Danang Beachstay by RentalFM,"K227/22 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",VND 497.250,40,0.2,4.4,0,1,1,0,1,0,0,0
OYO 1199 Dung Quyen Hotel,"To 1, KDT Lake Side, Phuong Hoa Hiep Nam, Lien Chieu, Da Nang, Viet Nam, Da-Nang, Đà Nẵng, Việt Nam",VND 213.750,16,1.6,7,0,0,1,0,1,1,0,0
Balcona Hotel Da Nang,"288 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, Da Nang City, Đà Nẵng, Việt Nam",VND 1.497.789,37,0.02,4.5,1,1,1,1,1,1,1,0
Stars Central Danang,"09 Lê Hồng Phong, Đà Nẵng, Việt Nam",VND 550.000,18,2.5,2.3,0,1,1,0,0,1,0,0
Holiday Beach Hotel Danang,"My Khe Beach, 300 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 1.600.000,22,0.03,4.5,1,0,1,1,1,0,1,0
Ocean Haven Hotel,"295-297 Ho Nghinh, Đà Nẵng, Việt Nam",VND 950.000,25,0.3,4.5,0,1,0,1,1,1,0,0
Salmalia Boutique Hotel & Spa,"52 Lam Hoanh, Đà Nẵng, Việt Nam",VND 1.481.221,32,0.1,4.6,1,1,1,1,1,1,1,0
Zuchi's Home&Apartment,"102 An Hải 6, Đà Nẵng, Việt Nam",VND 477.000,30,1.3,4.3,0,0,0,1,1,1,0,0
Nami Home Da Nang,"163 To Hien Thanh Street, Son Tra District, Đà Nẵng, Việt Nam",VND 550.000,30,0.25,4.3,0,1,1,0,1,1,0,0
Blue Ocean Villas Danang,"The Ocean Villas, Đà Nẵng, Việt Nam",VND 8.071.200,616,0.3,9,1,1,1,1,1,1,1,0
"Dear, Hostel","129 Lê Tấn Trung, Đà Nẵng, Việt Nam",VND 330.000,25,0.5,6,0,0,1,0,1,0,0,0
Sea Light Hotel Da Nang,"An Thượng 29 Lot 45-46, Đà Nẵng, Việt Nam",VND 606.355,22,0.3,4.2,0,1,1,0,0,0,0,0
Truc Home,"69 Phan Đăng Lưu, Đà Nẵng, Việt Nam",VND 599.000,50,3.6,1.1,0,1,1,0,1,1,0,0
Cicilia Hotels & Spa Danang Powered by ASTON,"No.06-08-10 Do Ba street, T20 Beach, Ngu Hanh Son District, Đà Nẵng, Việt Nam",VND 1.008.000,25,0.2,4.4,1,1,1,0,1,1,1,0
Hotel Hoàng Thịnh,"K211/18 Nguyen Van Thoai, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",VND 300.000,15,0.3,4.3,0,0,0,0,1,1,0,0
Cocochine Da Nang,"51 Hoang Ke Viem, Đà Nẵng, Việt Nam",VND 322.524,19,0.35,4.2,0,1,1,1,1,1,1,0
