Name,Address,Price,Size,Distance to beach,Distance to airport,Pool,Car,Non-smoking room,Near beach,WiFi,Family room,Bar,Breakfast
NATURE Hotel By K D H,"Phạm Văn Đồng, Đà Nẵng, Việt Nam",567,28,1.3,3.7,1,1,1,0,1,1,0,0
Fedora Hostel,"Dien Bien Phu 294/9, Đà Nẵng, Việt Nam",285,16,0.7,0.15,0,0,1,0,1,0,0,0
Pharaoh Boutique Hotel Danang,"Đường Lý Thánh Tông, Phường An Hải Bắc, Quận Sơn Trà Lô 56+57, Đà Nẵng, Việt Nam",778,25,0.9,4.0,1,1,1,0,1,1,1,0
Hoa Phong Airport Danang Hotel,"366 - 367 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",419,25,0.8,1.8,0,1,1,1,1,1,0,0
Belle Maison Parosand Da Nang Hotel -managed by H&K Hospitality,"216 Vo Nguyen Giap St, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",1208,24,0.1,4.7,1,0,1,1,1,1,1,0
Lem's Apartment & Coffee,"25 Phuoc My 1, Phuoc My, Son Tra, 550000 Đà Nẵng, Việt Nam",526,28,0.4,4.4,0,1,1,0,1,1,1,0
Phuc Thanh Luxury Hotel by THG,"Le Quang Dao A.39, Đà Nẵng, Việt Nam",420,20,0.35,4.2,0,1,1,1,1,1,1,0
Vanda Hotel,"03 Nguyen Van Linh, Đà Nẵng, Việt Nam",1219,30,2.6,2.2,0,1,1,0,1,1,1,0
Muong Thanh Luxury Apartment Seaview,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1445,70,0.1,4.4,1,0,1,1,1,1,0,0
Star Hotel,"42 Loseby, Son Tra District, Đà Nẵng, Việt Nam",588,32,0.35,4.6,1,1,0,0,1,1,1,0
Wink Hotel Danang Riverside - 24hrs Stay & Rooftop with Sunset View,"351 Tran Hung Dao, An Hai Tay, Son Tra, Đà Nẵng, Việt Nam",1103,20,1.8,3.0,1,0,1,0,1,1,1,0
Nice Hotel,"16 Vo Van Tan, Thanh Khe, Đà Nẵng, Việt Nam",234,25,0.75,0.6,0,0,0,0,1,1,0,0
Minh Toan SAFI Ocean Hotel,"224 Vo Nguyen Giap , Đà Nẵng, Việt Nam",1535,30,0.1,4.7,1,1,1,1,1,1,1,0
NALINI Hotel & Apartment,"Lô 49 Trần Bạch Đằng, Đà Nẵng, Việt Nam",539,20,0.1,4.4,0,1,1,1,1,1,0,0
Thi Boutique Villa,"16 Nguyen Cao Luyen, Đà Nẵng, Việt Nam",612,27,0.4,4.4,0,1,1,1,1,1,0,0
Fivitel Boutique Da Nang,"202 Nguyễn Chí Thanh Phước Ninh, Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",871,25,2.3,2.0,1,1,1,0,1,1,1,0
OYO 1220 Nha Nghi Kim Van,"88, Dinh Cong Tru, Phuong Tho Quang, Son Tra, Da Nang, Vietnam, Da-Nang, Đà Nẵng, Việt Nam",256,30,0.35,6.0,0,0,1,0,0,1,0,0
Khanh Linh Hotel,"388 Trung Nu Vuong, Đà Nẵng, Việt Nam",353,18,2.9,1.4,0,1,1,0,1,0,0,0
Yarra Ocean Suites Danang,"304 Vo Nguyen Giap Street, Đà Nẵng, Việt Nam",880,25,0.03,4.5,1,0,1,1,1,1,1,0
Mangata Beachfront Hotel,"108 Võ Nguyên Giáp 108 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",1215,25,0.1,5.0,1,1,1,1,1,1,1,0
Muong Thanh Son Tra Apartment Seaview Da Nang,"51 Trần Bạch Đằng, Đà Nẵng, Việt Nam",1500,70,0.05,4.5,1,0,1,1,1,1,0,0
Wink Hotel Danang Centre - 24hrs stay,"178 Đường Trần Phú, Đà Nẵng, Việt Nam",975,20,2.4,2.4,1,0,1,0,0,1,1,0
Grand Sunrise Boutique Hotel,"04 - 06 - 08 - 10 Le Lo street My An ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",749,22,0.3,4.3,1,1,1,0,1,1,1,0
Richico Garden Beach Hotel,"176 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",718,20,0.2,4.4,1,0,1,1,1,1,1,0
Animor Green Home Villa Da Nang,"Mỹ Khê 4 Lô 47, Đà Nẵng, Việt Nam",722,30,0.1,4.5,1,1,1,1,1,1,1,0
The Hygge House,"226 Ngô Quyền, Đà Nẵng, Việt Nam",429,20,0.75,5.0,0,0,1,0,0,1,0,0
Bao Anh Boutique Hotel,"Lot 20, Do Ba Street, My Khe Beach, My An Ward, Ngu Hanh Son District , Đà Nẵng, Việt Nam",388,20,0.3,4.2,0,1,1,1,1,1,0,0
Bonny Boutique Hotel Da Nang,"3 Khuê Mỹ Đông 10, khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",828,30,0.7,4.1,1,1,1,0,1,1,0,0
Le Bouton Smart Boutique Hotel,"12 Tran Dinh Dan Street, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",1175,25,0.3,4.9,0,1,1,1,1,1,1,0
Valencia Da Nang Beach Hotel,"Lo 61-62 Phan Liem, Phuong My An, Quan Ngu Hanh Son, Đà Nẵng, Việt Nam",614,18,0.3,4.3,0,1,1,1,1,1,0,0
Avora Hotel,"170 Bach Dang, Hai Chau, Da Nang, Đà Nẵng, Việt Nam",881,25,2.3,2.5,0,0,1,0,1,1,1,0
Wings House,"K34/30 Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",705,25,2.2,0.15,0,0,1,0,1,0,1,0
Le Cap Hotel & Apartment,"16 Đặng Vũ Hỷ, Đà Nẵng, Việt Nam",828,27,0.75,4.0,1,0,1,0,1,1,0,0
Radisson Hotel Danang,"170 Vo Nguyen Giap, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",2206,28,0.15,4.8,1,1,1,1,1,1,1,0
Anh Nguyet Da Nang Hotel,"8 Phan Dinh Phung, Hai Chau, Đà Nẵng, Việt Nam",610,22,2.4,2.6,0,1,1,0,1,1,0,0
THE BLOSSOM RESORT ISLAND - All Inclusive,"Lot A1-A2 Zone of Villas of-Green Island-Hoa Cuong Bac-Hai Chau District-Da Nang-Viet Nam, Đà Nẵng, Việt Nam",2381,27,2.4,2.2,1,1,1,0,1,1,1,0
Sen Boutique Hotel,"53-55 An Thuong 26, My An, Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",508,20,0.2,4.4,0,1,1,1,1,1,1,0
ĐẢO NGỌC HOTEL,"04 An Thượng 30, Mỹ An, Ngũ Hành Sơn, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",468,20,0.15,4.4,0,1,1,0,1,1,0,0
Louis Mo Apartment,"20 An Thượng 28, Đà Nẵng, Việt Nam",2066,75,0.25,4.3,1,0,1,0,1,1,0,0
BeSea Hotel,"No.22 Duong An Thuong 32, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",288,18,0.25,4.3,0,0,1,1,1,0,0,0
Sala Danang Beach Hotel,"36-38 Lam Hoanh Street, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",1414,25,0.1,4.6,1,1,1,1,1,1,1,1
Draco Hotel & Suites,"46 An Thượng 2, Đà Nẵng, Việt Nam",1035,30,0.2,4.3,1,1,1,1,1,1,1,0
Banana Flower Homestay,"85 Nguyễn Du, Đà Nẵng, Việt Nam",480,25,2.0,2.8,0,1,1,0,0,1,0,0
Tabii hotel,"Lô 27, An Đồn 4, Sơn Trà, Đà Nẵng, Đà Nẵng, Việt Nam",300,15,0.95,4.0,0,1,1,1,1,1,0,0
Monarque Hotel Danang,"238 Vo Nguyen Giap, Son Tra District, Đà Nẵng, Việt Nam",1585,28,0.1,4.7,1,1,1,1,1,1,1,0
IKIGAI Dorm Hostel - Danang Centre,"215 Trần Phú, phường Phước Ninh, quận Hải Châu, Đà Nẵng, Việt Nam",350,15,2.4,2.4,0,0,1,0,1,1,1,0
HAMA Boutique Home,"52B Lam Hoanh Street, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",379,18,0.15,4.6,0,1,1,1,1,1,0,0
Tashi Park View Hotel & Apartment,"22 Phước Trường 15, Đà Nẵng, Việt Nam",390,20,0.45,4.7,0,1,1,0,1,0,0,0
Lu Peaceful Homestay,"Phần Lăng 14, Đà Nẵng, Việt Nam",225,20,2.0,0.05,0,0,1,0,0,1,1,0
Richico Apartments And Hotel,"176-178 Nguyen Van Thoai, My An, Ngu Hanh Son, Đà Nẵng, Việt Nam",563,25,0.2,4.4,1,0,1,1,1,1,1,0
Eco Green Boutique Hotel Da Nang,"1 An Thuong 3, Ngu Hanh Son District, Đà Nẵng, Việt Nam",1069,25,0.2,4.3,1,1,1,1,1,1,1,0
Danaciti Hotel,"80 Dong Kinh Nghia Thuc, An Hai Bac, Son Tra, Đà Nẵng, Việt Nam",745,28,0.5,4.6,0,1,1,1,1,1,1,1
Hoang Linh Riverside Hotel Danang,"144 Bạch Đằng, Hải Châu 1, Hải Châu, Đà Nẵng, Việt Nam, Đà Nẵng, Việt Nam",650,25,2.3,2.6,0,0,1,0,1,0,0,0
CN Palace Boutique Hotel & Spa,"4,5,6 Pham Van Dong, An Hai Bac, Son Tra District, Đà Nẵng, Việt Nam",619,25,1.6,3.5,1,1,1,0,1,1,0,0
Daisy Boutique Hotel,"67 Chế Lan Viên, Bắc Mỹ An, 550000 Đà Nẵng, Việt Nam",1212,25,0.55,4.1,1,1,1,0,1,1,0,0
The Backpacker Hostel and spa,"27 Đường Nguyễn Đình, Đà Nẵng, Việt Nam",675,25,0.45,5.0,1,0,1,1,0,0,1,0
Palazzo Boutique Hotel,"244-246 Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Tp Đà Nẵng, Đà Nẵng, Việt Nam",686,25,0.15,4.4,1,1,1,1,1,1,1,1
Nhà của Elly,"K158/65 Ông Ích Đường, Đà Nẵng, Việt Nam",266,20,6.0,1.2,0,0,1,0,1,0,0,0
Serene Beach Danang Hotel,"274 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",665,28,0.05,4.5,1,1,1,0,1,1,1,0
SWEDEN HOTEL and APARTMENT,"Lô 40- 41 An Thượng 29 , Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",350,25,0.3,4.3,0,1,0,0,1,1,0,0
Helios Boutique Hotel & Spa,"05 Phan Liem, Ngu Hanh Son, Da Nang, Đà Nẵng, Việt Nam",808,21,0.3,4.3,1,1,1,0,1,1,1,1
Bay Capital Danang,"17 Quang Trung, Đà Nẵng, Việt Nam",2304,36,2.2,2.8,1,0,1,0,1,1,1,0
Seahorse Han Market Da Nang Hostel by Haviland,"07 Nguyen Thai Hoc Street, Hai Chau District, Đà Nẵng, Việt Nam",945,25,2.3,2.6,0,1,1,0,1,0,0,1
Phu My Hai Hotel,"79 Nguyễn Tất Thành, Đà Nẵng, Việt Nam",420,25,1.8,2.8,0,1,1,1,1,1,1,0
Mandila Beach Hotel Danang,"218 Vo Nguyen Giap Street, Son Tra District, Da Nang City, Viet Nam, Đà Nẵng, Việt Nam",1514,30,0.1,4.7,1,0,1,1,1,1,1,0
Salamander Apartment hotel,"17 Le Thuoc, Da Nang, Đà Nẵng, Việt Nam",570,40,0.25,4.9,0,0,1,0,1,1,0,0
Dylan Hotel Danang,"93 Ha Bong , Đà Nẵng, Việt Nam",417,23,0.2,4.6,1,1,1,1,1,1,1,0
K-House vs Apartment,"44B Lam Hoanh, Ban Dao Son Tra, Thanh Pho Da Nang, Đà Nẵng, Việt Nam",1185,50,0.1,4.6,1,0,1,1,1,1,0,0
Seaforest Hotel by Haviland,"20, Phuoc Truong 8, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",578,30,0.25,4.8,0,1,1,0,0,0,0,0
Sel de Mer Hotel & Suites,"92 Vo Nguyen Giap, Son Tra , Đà Nẵng, Việt Nam",1609,32,0.04,5.0,0,1,1,1,1,1,1,0
Minh House,"104 Tô Hiến Thành Quận Sơn Trà, Đà Nẵng, Việt Nam",909,25,0.45,4.3,1,1,1,1,1,0,0,0
Sheraton Grand Danang Resort & Convention Center,"35 Truong Sa Street, Hoa Hai Ward, Đà Nẵng, Việt Nam",4000,47,0.35,8.0,1,0,1,1,1,1,1,0
Cani Beach House,"Lê Bôi 06, Đà Nẵng, Việt Nam",638,40,0.05,5.0,1,1,1,1,1,1,0,1
Florence Hotel,"8 Đường Nại Nam 8, Đà Nẵng, Việt Nam",689,30,2.4,2.5,1,1,1,0,1,1,1,0
Danang Marriott Resort & Spa,"No. 7 Truong Sa Street, Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",4450,54,0.15,6.0,0,1,1,0,1,1,1,0
Tuyet Son Hotel (TS Ocean Hotel),"02 Lam Hoanh, Phuoc My Ward, Son Tra District, Đà Nẵng, Việt Nam",664,25,0.1,4.6,1,1,1,1,1,1,1,0
G8 Luxury Hotel and Spa Da Nang,"59 Le Duan, Đà Nẵng, Việt Nam",864,26,1.8,2.1,1,0,1,0,1,1,0,0
Sea Swan Apartment and Hotel,"Lô 17 An Thượng 29, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành Phố Đà Nẵng 8, Đà Nẵng, Việt Nam",513,30,0.2,4.4,0,1,1,1,1,1,0,0
SPOT ON 1186 Nha Nghi Huong Mai,"402G, 402G Le Van Hien, Ngu Hanh Son, Da Nang, Da-Nang, Đà Nẵng, Việt Nam",180,18,1.1,4.4,0,0,1,0,1,0,0,0
CODI SEA Hotel & Travel,"217 Hồ Nghinh, Đà Nẵng, Việt Nam",446,15,0.3,4.5,0,1,1,1,1,1,0,0
Dora Homestay,"176 Phan Châu Trinh, Đà Nẵng, Việt Nam",630,40,2.3,1.9,0,0,1,0,1,1,0,0
LaDa's House,"58 Hoàng Văn Thụ, Đà Nẵng, Việt Nam",1575,25,2.4,2.0,1,1,1,0,1,1,1,0
Mưa home,"74 Nguyễn Văn Thoại, Đà Nẵng, Việt Nam",550,25,0.75,3.9,0,0,1,0,1,1,0,0
Avenis Hotel,"1691 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",731,28,0.03,2.8,1,1,1,1,1,1,1,0
Thuận An 2,"248 Lê Đại Hành Phường Hòa Thọ Đông - Quận Cẩm Lệ, Đà Nẵng, Việt Nam",220,17,5.0,0.1,0,0,0,0,0,0,0,0
LAGOM APARTMENT AND HOTEL,"An Thượng 28 Số 06, Đà Nẵng, Việt Nam",696,45,0.25,4.3,1,1,1,0,1,1,0,0
Nhat Minh Hotel and Apartment,"Lot D1 Tran Bach Dang Str, My An Ward, Ngu Hanh Son Dist, Đà Nẵng, Việt Nam",748,23,0.15,4.4,1,1,1,0,1,1,1,0
Dang's Hotel,"92 Mai Hac De, Đà Nẵng, Việt Nam",440,25,1.6,3.2,0,1,1,0,1,1,0,0
Continent Apartment,"01 An Don 6, Son Tra, Da Nang, Đà Nẵng, Việt Nam",512,22,0.85,4.1,0,1,1,1,1,1,0,0
Ritzy Boutique Hotel Da Nang,"21-23 Le Quang Dao Street, My An Ward, Ngu Hanh Son Dist, Đà Nẵng, Việt Nam",900,22,0.35,4.2,1,1,1,1,1,1,1,0
Pavilion Hotel Da Nang,"35 Võ Văn Kiệt, Sơn Trà, Đà Nẵng, Việt Nam",1120,30,0.2,4.5,1,1,1,1,1,1,1,0
An Hoi Canary Hotel,"28 An Thuong 2, Ngu Hanh Son District , Da Nang, Đà Nẵng, Việt Nam",345,18,0.2,4.3,0,0,0,1,1,0,0,0
SeaFront Hotel DaNang,"240 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1081,30,0.15,4.6,1,1,1,1,1,1,1,0
Dan Oasis Hotel and Apartment,"A2.3 Hoang Sa, Đà Nẵng, Việt Nam",592,28,0.02,6.0,0,1,1,1,1,0,1,0
Val Soleil Hotel,"186 Tran Phu , Đà Nẵng, Việt Nam",1085,22,2.5,2.4,1,1,1,0,1,1,1,0
Muong Thanh Grand Da Nang Hotel,"962 Ngo Quyen Street, An Hai Tay Ward, Đà Nẵng, Việt Nam",950,27,1.4,3.4,1,1,1,0,1,1,1,0
Golden House Hotel,"51 Dương Tự Minh, Đà Nẵng, Việt Nam",300,25,0.35,4.4,0,0,0,0,1,0,0,0
Sofitel Seaview,"An Thượng 29, Đà Nẵng, Việt Nam",220,25,0.25,4.3,0,0,1,0,1,1,1,0
Hang Masion Hotel & Apartment,"61-63 An Thuong 26, phương Mỹ An, quận Ngũ Hành Sơn, Đà Nẵng, Việt Nam",574,25,0.2,4.4,1,0,1,1,1,1,1,0
Golden Star Suite Hotel by THG,"06 Phan Liêm, Đà Nẵng, Việt Nam",475,26,0.15,4.4,0,1,1,0,1,1,1,0
Capecia Danang Hotel and Apartment,"10 Phan Ton, Ngu Hanh Son , Đà Nẵng, Việt Nam",552,28,0.2,4.3,0,1,1,1,1,1,1,0
Kaia Residence Danang Quiet Garden,"Lý Tự Trọng 132/15, Đà Nẵng, Việt Nam",1350,50,1.6,2.4,0,1,1,0,1,1,1,0
Le's Apartment & Coffee,"Dương Đình Nghệ 252, Đà Nẵng, Việt Nam",700,27,1.4,3.6,0,0,1,0,1,1,0,0
Cozy Danang Boutique Hotel,"37 Co Giang, Đà Nẵng, Việt Nam",1245,35,2.6,2.1,1,1,1,0,1,1,1,0
Bare Han - Bare Boutique Stays,"169/14 Đường Trần Phú, Hải Châu I, Hải Châu, Đà Nẵng, Việt Nam",712,25,2.4,2.5,1,0,1,0,1,0,0,0
Avatar Danang Hotel,"104 Hoang Ke Viem , Đà Nẵng, Việt Nam",1072,28,0.2,4.3,1,1,1,1,1,1,0,0
Jolia's House Da Nang Beach,"498/1 Võ Nguyên Giáp, phường Khuê Mỹ, quận Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",670,26,0.25,4.5,1,1,1,1,1,1,1,0
Adina 3 Star Hotel,"Lô G6-G7 Phạm Văn Đồng, Phường An Hải Bắc , Quận Sơn Trà, Đà Nẵng, Việt Nam",607,22,0.95,3.9,0,1,1,1,1,1,0,0
Eden Ocean View Hotel Da Nang,"294 Vo Nguyen Giap Street, My An Ward, Ngu Hanh Son District, , Đà Nẵng, Việt Nam",1025,20,0.04,4.5,1,1,1,1,1,1,0,0
Misa Hotel Da Nang,"11 Duong Dinh Nghe, Đà Nẵng, Việt Nam",451,20,0.2,4.6,0,1,1,1,1,1,0,0
Fuji Hostel,"03 Tô Hiến Thành, Phước Mỹ, Sơn Trà, Đà Nẵng 03 Tô Hiến Thành, Đà Nẵng, Việt Nam",379,25,0.3,4.4,0,1,0,1,1,1,0,0
Bridges Danang Boutique Hotel,"4 Phuoc Truong 11, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",761,20,0.4,4.8,0,0,1,0,1,1,1,0
Memories Holiday beach villa Da Nang,"The Ocean Villas, Đà Nẵng, Việt Nam",3762,60,0.3,9.0,1,1,1,0,1,0,1,0
Bantique Hotel,"17 Phạm Văn Đồng, Đà Nẵng, Việt Nam",422,22,1.2,3.8,0,1,1,0,1,1,0,0
Maximilan Danang Beach Hotel,"222 Vo Nguyen Giap, Son Tra District, Đà Nẵng, Việt Nam",1633,27,0.1,4.7,1,0,1,1,1,1,1,0
Novotel Danang Premier Han River,"36 Bach Dang, Đà Nẵng, Việt Nam",2295,28,2.4,3.1,1,1,1,0,1,1,1,0
Happy Day Hotel & Spa,"160 Bach Dang, Đà Nẵng, Việt Nam",446,18,2.3,2.6,0,1,1,0,1,0,0,0
My Khe 2 Da Nang Seafront Hotel,"260 Vo Nguyen Giap, Son Tra, Đà Nẵng, Việt Nam",560,30,0.05,4.6,0,1,1,1,1,1,1,0
Adela Boutique Hotel - Free Sauna,"10 An Thuong 36, Đà Nẵng, Việt Nam",795,22,0.4,4.2,1,1,1,0,1,1,1,0
Angel Hotels Beach Danang,"Lot 31, 32 Ngo Thi Si, My An, Ngu Hanh Son, Da Nang, Viet nam, Đà Nẵng, Việt Nam",1008,27,0.1,4.4,1,1,1,1,1,1,1,0
Sanayen Villa & Residences,"17 Do The Chap, Phuoc My, Son Tra, Đà Nẵng, Việt Nam",931,35,0.2,4.9,1,1,1,1,1,1,0,0
Rosabella Boutique Hotel,"39 Loseby, Son Tra, Đà Nẵng, Việt Nam",618,20,0.55,4.4,0,1,1,0,1,1,1,0
Cali hotel books Da Nang,"995 Ngô Quyền, Đà Nẵng, Việt Nam",522,27,1.3,3.5,0,0,1,1,1,1,1,0
Shelter Stay Da Nang,"134 Hồ Nghinh, Đà Nẵng, Việt Nam",515,19,0.35,4.6,0,0,1,1,1,1,0,0
OYO 1224 Motel Phuong Linh,"Lo 155A -A7, KDC Van Tuong, Hoa Khanh Bac, Lien Chieu, Da Nang, Viet Nam, Da-Nang, Đà Nẵng, Việt Nam",247,25,0.4,5.0,0,0,1,0,1,1,0,0
Vacation Home Ocean Villas,"The Ocean Villas, Truong Sa, Hoa Hai, Ngu Hanh Son, Đà Nẵng, Việt Nam",3744,80,0.25,9.0,1,1,1,0,1,0,1,0
Sunview Beach Hotel Danang,"88-90 D. Loseby, Phước Mỹ, Sơn Trà, Đà Nẵng, Việt Nam",1822,20,0.4,4.6,1,1,1,0,1,1,0,0
ATP Galaxy Hotel & Apartment,"89 Trần Phước Thành, phường Khuê Trung, quận Cẩm Lệ, Đà Nẵng, Việt Nam",549,23,4.6,0.65,0,0,1,0,1,1,1,0
Siro House Da Nang Homestay,"K72/8 Nguyễn Văn Thoại, Quận Ngũ Hành Sơn, Đà Nẵng, Đà Nẵng, Việt Nam",309,18,0.75,3.8,0,0,1,1,1,1,0,0
Brilliant Majestic Hotel,"121 Hồ Nghinh, Đà Nẵng, Việt Nam",851,24,0.35,4.6,0,1,1,0,1,1,1,0
Blue Ocean Apartment at My Khe Da Nang,"270 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1805,70,0.05,4.5,0,0,1,1,1,1,1,0
Dreamy Beach Villas And Resort,"The Ocean Villas, Đà Nẵng, Việt Nam",3819,56,0.3,9.0,1,1,1,0,1,1,1,0
Win's Homestay,"93 Lưu Quý Kỳ, Hải Châu, Đà Nẵng, Đà Nẵng, Việt Nam",250,15,3.1,1.7,0,1,1,0,1,0,0,0
HODI Hotel,"12-14 An Thượng 26, Đà Nẵng, Việt Nam",500,18,0.3,4.3,0,1,1,1,1,1,0,0
Van apartment,"28 lê lộ phường mỹ an, Ngũ Hành Sơn, Đà Nẵng, Vietnam, Đà Nẵng, Việt Nam",388,40,0.3,4.3,0,0,1,1,0,1,0,0
Maple Suite Hotel & Apartment,"90 Le Manh Trinh, Danang, Da-Nang, Đà Nẵng, Việt Nam",640,28,0.25,4.7,0,0,1,1,1,1,0,0
Hồng Phúc 4 Hotel,"14 Ha Chuong, My Thanh Ward, Đà Nẵng, Việt Nam",431,18,0.2,4.6,0,0,1,1,1,1,0,0
Sandy Beach Non Nuoc Resort,"21 Truong Sa, Hoa Hai Ward, Ngu Hanh Son District, 5000 Đà Nẵng, Việt Nam",930,32,0.1,7.0,1,1,1,0,1,1,1,0
KaKa Hotel Han River,"22 Bach Dang, Hai Chau District , Đà Nẵng, Việt Nam",488,27,2.4,3.2,0,1,1,0,1,1,0,0
Bamboo Hotel,"418 Nguyen Tri Phuong, Đà Nẵng, Việt Nam",371,28,2.5,0.7,0,0,1,0,1,1,0,0
Awaken Da Nang Hotel,"148 Võ Nguyên Giáp, P. Phước Mỹ, Q. Sơn Trà, Đà Nẵng, Việt Nam",1817,30,0.15,4.9,1,1,1,1,1,1,1,0
Flexi Hotel & Apartment,"35 Thái Phiên, Đà Nẵng, Việt Nam",958,48,2.5,2.3,0,1,1,0,1,1,1,0
Fusion Suites Da Nang - Daily Reflexology Inclusive,"An Cu 5 Residential, Vo Nguyen Giap street, Man Thai ward, Son Tra district,, Đà Nẵng, Việt Nam",1702,37,0.05,5.0,0,0,1,1,1,1,0,0
Danang Ocean Resort & Spa Non Nuoc Beach Villas,"The Ocean Villas, Truong Sa Street, Ngu Hanh Son District, Đà Nẵng, Việt Nam",10055,616,0.25,9.0,1,1,0,0,1,1,1,0
Agena Sea Hotel,"54 Phan Liêm, Đà Nẵng, Việt Nam",899,25,0.2,4.4,0,1,1,0,1,1,0,0
Dérive Boutique Villa & Apartment Da Nang,"70 Lê Mạnh Trinh, Đà Nẵng, Việt Nam",864,35,0.3,4.7,1,1,1,0,1,1,0,0
The Ocean Villas Managed by The Ocean Resort,"The Ocean Villas, Truong Sa Street, Group 74, Hoa Hai Ward, Ngu Hanh Son District, Đà Nẵng, Việt Nam",2502,56,0.3,10.0,1,1,1,0,1,1,1,0
Kingdom Danang Hotel,"234 Ho Nghinh, Đà Nẵng, Việt Nam",476,19,0.3,4.4,0,1,1,0,1,1,0,0
Hung Anh Hotel,"23 - 25 Vo Van Kiet, Son Tra, Đà Nẵng, Việt Nam",547,25,0.15,4.6,1,1,1,1,1,1,1,0
An Thuyen Hotel,"114 Nguyễn Xuân Khoát, Đà Nẵng, Việt Nam",450,20,1.2,3.7,0,1,1,0,1,1,1,0
Sanouva Da Nang Hotel,"68 Phan Chau Trinh, Hai Chau, Đà Nẵng, Việt Nam",1335,32,2.1,2.1,1,1,1,0,1,1,1,0
Minh Quân Hotel - Đà Nẵng Center,"121 Phan Đăng Lưu, Đà Nẵng, Việt Nam",500,20,3.8,0.95,1,0,1,0,1,1,1,0
The Sail Hotel,"11 Đỗ Bá, Đà Nẵng, Việt Nam",898,30,0.2,4.3,1,0,1,1,1,1,1,1
Camellia Family Suites,"115 Bà Huyện Thanh Quan, Đà Nẵng, Việt Nam",900,50,0.45,4.2,1,0,1,0,1,1,0,0
Grand Ocean Luxury Boutique,"27-29 Phan Liem, Đà Nẵng, Việt Nam",889,27,0.2,4.4,1,1,1,0,1,0,1,0
My Little Pig home,"An Nhơn 1 04, Đà Nẵng, Việt Nam",480,30,1.4,3.5,0,0,1,0,1,1,0,0
M92 Boutique Da Nang Beach Hotel,"01 Nguyen Cao Luyen, Đà Nẵng, Việt Nam",945,25,0.5,4.4,1,1,1,0,1,1,0,0
Pandora Boutique Hotel - Managed by ATH,"21-23 Phan Tôn, Đà Nẵng, Việt Nam",680,25,0.25,4.3,1,1,1,0,1,1,0,0
White Sand Boutique Hotel,"89-91 Võ Văn kiệt, 550000 Đà Nẵng, Việt Nam",901,25,0.4,4.3,1,1,1,0,1,1,0,0
Hùng Thư Motel,"183 Hồ Hán Thương, Đà Nẵng, Việt Nam",250,18,2.2,4.4,0,0,1,0,1,1,0,0
KOI Resort & Residence Da Nang,"11 Trường Sa, Đà Nẵng, Việt Nam",4318,45,0.03,6.0,1,0,1,0,1,1,1,0
Mai Boutique Villa,"Lot I-09 Pham Van Dong, An Hai Bac Ward, Son Tra District, Đà Nẵng, Việt Nam",600,20,0.4,4.4,0,1,1,0,1,1,1,0
Le House Hotel and Studio,"134 Le Van Thinh, Đà Nẵng, Việt Nam",332,18,0.45,3.4,0,0,1,1,1,1,0,0
Royal Beach Hotel by THG,"70 -72 Loseby, Son Tra, Da Nang, Vietnam, Đà Nẵng, Việt Nam",475,27,0.4,4.6,0,1,1,1,1,1,0,0
Gold Plaza Hotel Da Nang,"11 Tran Thi Ly Street, Hoa Cuong Bac Ward, Hai Chau District, Đà Nẵng, Việt Nam",727,30,2.9,1.8,1,0,1,0,0,1,1,0
Beach View Home Mỹ Khê Đà Nẵng,"270 Võ Nguyên Giáp, Đà Nẵng, Việt Nam",1710,68,0.05,4.5,0,1,1,1,1,1,0,0
Rosa Bayside Guesthouse,"501 Nguyen Tat Thanh, Đà Nẵng, Việt Nam",300,20,0.3,1.3,0,0,1,0,1,1,0,0
